Ingredient,Category
 판어묵 청양고추 파프리카 식용유,Korean
 홍합 무 대파 물 국간장 소금 마늘 청주 페페로치노,Korean
 손두부 달걀 당근 대파 들기름 소금 후춧가루 식용유,Korean
 브로콜리 된장 참기름 다진 마늘 부순 참깨,Korean
 떡국떡 사골곰탕육수 물 계란 파 소금 후추,Korean
 다진 소고기 다진 돼지고기 다진 양파 다진 당근 다진 파 간장 설탕 참기름 후추 모양 떡 떡볶이 떡,Korean
 꼬막 부추 청양고추 홍고추 부침가루 식용유 물,Korean
 콩나물 두부 표고버섯 청양고추 다시마 멸치 된장,Korean
 단호박 당근 부침가루 설탕 소금,Korean
 햅쌀 김 연어 시금치 깻잎,Korean
 머위대 물 다진마늘 소금 들깨가루 깨 들기름 다시마,Korean
 김 어묵 후랑크 소시지 깻잎 달걀 밥 깨 소금 참기름 단무지,Korean
 만두피 표고버섯 두부 양파 당근 실파 다진마늘 참기름 약간 간장 설탕 깨 후추 참기름,Korean
 서리태 호두 물 간장 설탕 올리고당 깨 참기름,Korean
 당면 신김치 표고버섯 양파 파프리카,Korean
 돼지삼겹살 묵은지 대파 양파 고춧가루 다진마늘 멸치다시다 물 국간장 된장,Korean
 떡볶이 떡 가래떡 새우 오징어 사각어묵 양차 대파 청양고추 깻잎 물 매운 고춧가루 고추장 굴소스 다진마늘 미림 후추,Korean
 냉면 냉면 육수 도토리묵 달걀 오이 무 열무김치,Korean
 된장 고추장 골드키위 다진 마늘 다진 파 다진 호두 깨소금 참기름,Korean
 참외 파프리카 파프리카 양파 고춧가루 간장 다진마늘 설탕 식초 식초 깨,Korean
 고사리 양파 다진 마늘 다진 파 진간장 들기름 깨,Korean
 게맛살 실파 양파 홍고추 청양고추 달걀 부침가루 물,Korean
 통삼겹 된장 월계수잎 김치 양파 부추 쌈 무 깻잎,Korean
 애호박       홍고추 마늘 새우젓 들깨가루 들기름,Korean
 가지 양파 다진 마늘 다진 파 간장 깨소금 참기름,Korean
 닭 양파 대파 무 느타리 버섯 청양고추 고사리 숙주,Korean
 애호박 홍고추 새우젓 물,Korean
 토마토 오이 양파 풋고추 식초 간장 설탕 다진마늘 포도씨유,Korean
 고추참치 사리면 달걀 양파 오이,Korean
 무 마늘 양파 배 생강,Korean
 건매생이 떡국떡 송송썬파 다진마늘 소금  후추 갈은깨,Korean
 참외 사과 복분자 대추 잣 물 홍초 꿀,Korean
 고추장고기볶음 다진마늘 다진김치 밥 쌈장 참기름 식용유,Korean
 스팸 게맛살 새송이 버섯 실파 밀가루,Korean
 라면 양파 대파 달걀,Korean
 불린당면 당근 양파 느타리버섯 돼지고기 소금 후추 식용유 간장 물엿 시금치나물,Korean
 떡 쇠고기 느타리버섯 양파 청피망 홍고추 마늘,Korean
 떡국용떡 돼지고기 애호박 양파 표고버섯 청양고추 대파 멸치다시육수 고춧가루 다진마늘 고추장 새우젓 설탕 맛술,Korean
 가래떡 소고기 간장 설탕 깨 후추 참기름,Korean
 우렁이 콩나물 오이 양파 깻잎 홍고추 깨 참기름  초고추장 양념  다진마늘 고추장 고춧가루 식초 설탕,Korean
 가지 양파 쇠고기 불고기용  홍고추 달걀 부침가루 물 소금  쇠고기 양념  양조간장 설탕 다진마늘 깨 참기름  곁들인 간장 양념  간장 식초,Korean
 오징어 콩나물 무 양파 대파 홍고추 멸치 다시마  양념  다진 마늘 국간장 고춧가루 소금 후추,Korean
 마른 표고버섯 쌀 무 물 고춧가루 간장 참기름 다진마늘 다진파 부순참깨,Korean
 시금치 달걀 양파 홍고추 마늘 소금 깨 참기름,Korean
 콩나물 청양고추 쪽파 물 소금 국간장,Korean
 낙지 미나리 양파 홍고추 청양고추 고추장 식초 설탕,Korean
 밥 치즈 총각김치 알 Tobiko  게맛살,Korean
 바지락 소금 무 실파 홍고추 청양고추 다진 마늘 국간장,Korean
 그린홍합 새우 낙지 콩나물 양파 주키니호박,Korean
 병아리콩 당근 브로콜리 부침가루,Korean
 고춧가루 매실장아찌 고추장 매실원액 참기름 깨 밥,Korean
 애호박 양파 소면 달걀 국물용 멸치 다시마 국간장 고춧가루 간장 다진 마늘 참기름,Korean
 도토리묵 쯔유 물 다진 마늘 김 달걀 대파,Korean
 무 대파 소금 고춧가루 설탕 식초 다진 마늘 다진 파 참기름 참깨,Korean
 두부 숙주 양파 김치 달걀 부침용 밀가루 쑥갓 청 홍고추 소금 간장 간장 식초 참깨,Korean
 밥 청양고추 맛간장 물 설탕 김밥김,Korean
 콩나물 양배추 양파 어묵 떡 대파 물 다진 마늘 고춧가루 간장 고추장 물엿,Korean
 감자 김치 호박 가지 부추 버섯 소금 식용유 청고추 홍고추,Korean
 판어묵 쪽파 양파 고춧가루 간장 고추장 다진 마늘 참기름 올리고당 참깨,Korean
 아몬드 호두 캐슈넛 흑설탕 간장 맛술 물 물엿 참깨,Korean
 다시마 순두부 달걀 쪽파 표고버섯 물 국물용 멸치 다시마 새우젓 다진 마늘 소금,Korean
 밥 계란 김치 스팸 초고추장 참기름 스위트콘,Korean
 오리훈제 부추 고춧가루 참기름 다진마늘 액젓 맛간장,Korean
 떡 양파 파프리카 대파 국만두 피자치즈 옥수수 물 고추장 간장 물엿,Korean
 시금치 소금 참기름 참깨 다진 마늘,Korean
 팥 설탕 물엿 소금 견과류,Korean
 잔멸치 견과류 풋고추 물엿 참깨,Korean
 단호박 찹쌀가루 소금 콩 꿀,Korean
 오징어 마늘 꽈리고추 홍피망 표고버섯 식용유 굴소스 물엿 소금 참깨,Korean
 김치 맛살 오이 마요네즈 부순 참깨,Korean
 쇠고기 국거리용 콩나물 무 대파 다시마 청주 참기름 식용유 고춧가루 간장 까나리액젓 다진 마늘 된장,Korean
 밥 쪽파 표고버섯 스팸 후춧가루 간장,Korean
 삶은 우거지 표고버섯 대파 황태 물 국물용 멸치 다시마 된장 고춧가루 다진 마늘,Korean
 고구마 감자 튀김가루 빵가루 카레가루 튀김가루 물 식용유,Korean
 떡국 소고기국거리 사골국물 계란 대파 소금 후추,Korean
 삼겹살 쌈채소 고춧가루 오미자액 청주 간장 고추장 다진 마늘 다진 생강 참기름,Korean
 쌀 다진돼지고기 신김치 표고버섯 설탕 간장 다진 마늘 참기름 김칫국물 참기름,Korean
 고등어 무    개 양파 대파 청 홍고추 물 설탕 고춧가루 간장 청주 다진 마늘 다진 생강 고추장 물엿,Korean
 현미밥 새우 달걀 양파 당근 호박,Korean
 마요네즈 날치알 당근 오이 우엉 단무지 무순 깻잎 참기름 깨 햇반 김밥 김 연겨자 소금,Korean
 뜨거운 밥 참기름 소금 단무지 마요네즈 날치알 김 설탕,Korean
 양파 애호박 대파 주꾸미 밀가루 바지락 칼국수 국간장 소금 후춧가루,Korean
 참나물 양파 도토리묵 고춧가루 간장 식초 매실액 참기름 다진 마늘 참깨,Korean
 불린 미역 다진 쇠고기 밥 들깨가루 청주 다진 양파 들기름 국간장,Korean
 양파 대파 김치 오징어 돼지고기 밥 쌈채소 설탕 고춧가루 간장 청주 다진 마늘 다진 생강 참기름 올리고당 고추장 후춧가루,Korean
 양배추 밥 참기름 참깨 통조림 참치 양파 다진 마늘 다진 파 된장 고추장 참기름 물엿 부순 참깨 다시마물,Korean
 소면 멸치볶음 배추김치 멸치볶음 참기름 소금 고추장 물엿 식초,Korean
 오징어채 양파 마요네즈 참기름 참깨 고추장 꿀 다진 마늘,Korean
 우엉 식초 양파 판어묵 숙주 피망 설탕 간장 맛술 다진 마늘 다진 생강 참기름 물엿 부순 참깨 후춧가루,Korean
 바지락 양파 당근 표고버섯 밥 대파잎 청양고추 쪽파 국간장 다진 마늘 소금,Korean
 배추김치 밥 달걀 김가루 참깨 설탕 간장 고추장 참기름,Korean
 콩나물 양파 오징어 녹말가루 새우 중하 물 무 다시마 마른 새우 국물용 멸치 물 설탕 고춧가루 까나리액젓 간장 된장 참깨 다진 마늘 후춧가루 고추기름,Korean
 순살 닭고기 우유 소금 후춧가루 다진 생강 청주 대파 고춧가루 다진 마늘 간장 굴소스 물 청주 생강즙 물엿 후춧가루,Korean
 건빵 식용유 설탕 소금 계핏가루 아몬드슬라이스,Korean
 스팸 소세지 베이컨 신김치 떡국떡 양배추 청양고추 대파 사골육수 다진마늘 다진생강 고춧가루 고추장 간장 청주 콩가루 표고가루 다시다 후추,Korean
 닭날개 마늘 양파 닭육수 후추 돈가스소스 케첩 설탕 맛술 녹말물,Korean
 떡볶이떡 비엔나 소시지 만두 라면사리 양파 양배추 짜장분말 고추장 고춧가루 올리고당 설탕 다진마늘 후추 치킨스톡,Korean
 불린 찹쌀 병아리콩 밤 대추 잣,Korean
 계란 맛술 설탕 소금 날치알 마요네즈 대파 가쓰오부시 피자치즈,Korean
 계란 순두부 비엔나 소시지 고추장 간장 고춧가루 설탕 매실액 참기름 마늘 고춧가루 김,Korean
 돼지 등갈비 간장 콜라 진마늘 설탕 맛술 참기름 후추 생강 파 식초 고춧가루 참기름 간장,Korean
 밥 팽이버섯 버터 베이컨 대파 다진마늘 간장 설탕 소금 후추,Korean
 아스파라거스 굴소스 미림 깨,Korean
 피망 깨 가다랑어 간장 식초 올리고당,Korean
 오징어 브로콜리 고추장 식초 물 매실액 또는 오미자액 다진 마늘 참기름 부순 참깨,Korean
 김치 차돌박이 두부 대파 양파,Korean
 알배추 배 천일염 다진마늘 고춧가루 멸치 액젓 설탕 매실액 깨 참기름,Korean
 차돌박이 숙주 마늘 청 홍고추 식용유,Korean
 두부 참기름  양념  양파 다진마늘 대파 홍고추 양조간장 설탕 물,Korean
 콩나물 양파 대파 홍고추 삼겹살  양념  다진 마늘 양조간장 고춧가루 후추,Korean
 냉장 순대 사리곰탕라면스프 부추 고춧가루 참기름 식초 깨소금 설탕 들깨가루 새우젓갈 대파 약간 밥,Korean
 국수 소면 어묵 양파 대파 애호박 홍고추 달걀 조미 김 다시마 국물용 멸치  다대기 양념  다진마늘 다진 파 양조간장 고춧가루 깨 참기름,Korean
 꼬치어묵 홍합 청양고추 파,Korean
 닭 낙지 새우 그린홍합 양파 대파 홍고추 청양고추,Korean
 물 비엔나소시지 알배추 떡볶이 떡 사각어묵 만두 슬라이스치즈 피자치즈 고춧가루 고추장 간장 설탕 올리고당 참기름 후추 카레가루 매실액 다진마늘,Korean
 녹두 찹쌀 소금,Korean
 대파 계란 밥 간장 소금 후추,Korean
 밥 순두부 쪽파 명란젓  덩이 계란  개 후리카게 약간,Korean
 대패삼겹살 파채 간장 설탕 깨소금 물엿 식초 참기름 배 설탕 식용유 청양고추,Korean
 돼지고기 다진것 통유부 모듬 어묵 곤약 떡 밀가루 다시마 국물멸치 양파 대파 물 국간장 부추 고추,Korean
 닭고기 단호박 양배추 날치알 간장 고춧가루 고추장 올리고당 매실 깨소금 참기름 다진마늘 후추 맛술 상추,Korean
 휘핑크림 우유 슬라이스치즈 설탕 소금 가래떡,Korean
 오징어 간장 굴소스 파프리카 고추 양파 참기름 깨 소금 후추,Korean
 느타리 간장 물 다진파 들깨,Korean
 새우 다진 쇠고기 다진 돼지고기 식용유 콩가루 간장 참기름 다진파 다진마늘 소금 설탕 후추가루 어린잎채소,Korean
 김치 멸치육수 콩나물 송송썬파 청양고추 다진마늘,Korean
 콩고물 가루 찹쌀가루 설탕 소금,Korean
 꼬막 밥 상추 간장 매실액 고춧가루 다진마늘 참기름 맛술 깨 다진 청양고추 다진 홍고추 다진 양파 쪽파,Korean
 밥 훈제오리 파프리카 마늘 소금 후추,Korean
 감자 어묵 다진파 간장 미림,Korean
 당면 사골국물 대파 소금 후추 고춧가루,Korean
 소세지 파프리카  색 굴소스 미림,Korean
 소고기 주꾸미 애호박 양파 느타리버섯 쪽파 청홍고추 숙주,Korean
 쇠고기 양지 무 느타리 콩나물 대파 홍고추  양념  다진마늘 국간장 고춧가루 소금 후추,Korean
 오징어 배추 양파 대파 청양고추 홍고추 소금 후추 밀가루 물,Korean
 감자 양파 멸치 다시마  양념  다진 마늘 양조간장 고춧가루 고추장 물엿 설탕 깨 참기름,Korean
 갈은소고기 묵은지 물 식용유 참깨,Korean
 밥 참치캔 명란젓갈 양파 후리카게 마요네즈 참기름 맛술 소금 후추,Korean
 찹쌀가루 미숫가루 설탕 소금 쌀가루,Korean
 새우 대패삼겹살 소금 후추 파슬리,Korean
 라면 양파 우유 청양고추 슬라이스치즈 다진 마늘,Korean
 김치 양파 대파 감자 콩나물 다진마늘 김치국물 소금 후추 밀가루 물 소금 식용유,Korean
 양파 파프리카 숙주 캔옥수수 냉동족발 연겨자 간장 머스타드 식초 설탕 간마늘 맛술 올리고당,Korean
 무 들기름 다진마늘 물 들깨가루 소금 후추,Korean
 새우볶음밥 달걀 생크림 소금 후추 오일,Korean
 참치 계란 양파 김,Korean
 오징어 오이 양파 깨소금 설탕 고추장 고춧가루 참기름 다진마늘 물엿 깨소금 식초,Korean
 마늘 베이컨 김치 버터 쌀 치킨스톡 치즈스틱 계란 굴소스 양송이버섯 다진마늘 소금 후추,Korean
 율무 호박 버섯 부추,Korean
 애호박 두부 버섯 갈은돼지고기 박력분 계란 소금 후추,Korean
 삼치 간장 맛술 올리고당 생강즙 메추리알 꽈리고추 마늘 느타리버섯 물 소금,Korean
 두부 간장 고춧가루 올리고당 참기름 통깨 다진파 다진마늘 후추 소금 다진고추,Korean
 오이 쑥갓 설탕 소금 고춧가루 식초 다진 마늘 고추장 참기름 부순 참깨,Korean
 고구마 고추장 설탕 굴소스 케첩 참기름 통깨,Korean
 양파 쭈꾸미 깻잎 밀가루 식초 설탕 간장,Korean
 꽃게 감자 무 애호박 대파 느타리버섯 물 국물용멸치 다시마 된장 고춧가루 다진 마늘 후춧가루,Korean
 참치 마요네즈 설탕 후추 깻잎 단무지 김밥김 밥,Korean
 굴 양파 대파 김 다시마 국물용 멸치  양념  다진 마늘 국간장,Korean
 조랭이떡 메추리알 고추장 고춧가루 물 설탕 매실액 소금 물엿 다진마늘,Korean
 미역 소고기국거리 다진마늘 국간장 소금 참기름,Korean
 시금치 참기름 소금,Korean
 낫또 계란 소금  후추 케찹,Korean
 호떡믹스 해바라기씨 메이플시럽 식용유,Korean
 계란 소금 물,Korean
 전복 버터 마늘 스테이크소스,Korean
 중면 사과 쌈채소 참기름 깨  소스  초고추장  소스  고추장 물엿 다진마늘 설탕 소금,Korean
 소고기국거리 무 물 대파 참기름 소금 국간장,Korean
 생선 알 내장 무 쑥갓 된장 고춧가루 새우 젓갈 국간장 찌개용 두부,Korean
 황태채 달걀노른자,Korean
 떡볶이떡 베이컨 양송이버섯 양파 크림소스 토마토소스 물,Korean
 병아리콩 파프리카 브로콜리,Korean
 밥 달걀 케첩 다진 양파 비엔나 소세지 다진 파프리카 하얀 슬라이스 치즈 소금 후추,Korean
 만두 계란 대파 간장 다진마늘 물,Korean
 꼬막 간장 매실액 고춧가루 다진마늘 참기름 맛술 깨 다진 청양고추 다진 홍고추 다진양파 쪽파,Korean
 맛타리버섯 채 썬 깐도라지 밀가루 소금 달걀,Korean
 감자 소금 다시팩 국간장 애호박 양파 다진마늘 대파,Korean
 오징어 대파 양파 당근 홍고추 청양고추 양배추 물 식용유 설탕 다진마늘 고추장 진간장 고춧가루 참기름 통깨,Korean
 유부 백미 호박 당근,Korean
 쇠고기 죽순 간장 맛술 후춧가루 다진 마늘 소금 들깨가루 들기름,Korean
 불린쌀 물  삶은 양배추  삶은 고구마,Korean
 불린쌀 물 닭안심 애호박,Korean
 손질낙지 애호박 당근 양파 굴소스 참기름 찬밥,Korean
 쭈꾸미 대파 청양고추 소스 밥 크림소스,Korean
 불린쌀 물 다진소고기 당근,Korean
 알새우 부침가루 달걀 물 고추,Korean
 불린쌀 물 양배추,Korean
 멸치 깨 물 생강가루 쌀엿 설탕 다진 마늘 후추 식용유,Korean
 불린쌀 물 소고기 애호박,Korean
 불린쌀 물 소고기  데친 시금치,Korean
 고등어 무 양파 대파 청양고추 다진 마늘 고춧가루 양조간장 미림 물,Korean
 불린쌀 물 소고기,Korean
 불린쌀 물 연두부,Korean
 바나나 요거트,Korean
 단호박 요거트,Korean
 신김치 양파 참치 달걀,Korean
 불린쌀 물 브로콜리,Korean
 불린쌀 물 연두부 애호박,Korean
 배 뜨거운물,Korean
 불린쌀 물 사과,Korean
 불린 쌀 물 애호박,Korean
 고구마 뜨거운물  또는 분유 ,Korean
 사과 뜨거운물  또는 분유 ,Korean
 불린쌀 물 감자,Korean
 당근 뜨거운물,Korean
 쌀 물,Korean
 바나나 뜨거운물,Korean
 불린쌀 배 물,Korean
 불린쌀 물 소고기 표고버섯 참기름,Korean
 쌀 물 소고기 불린미역 참기름 ,Korean
 단호박 뜨거운물  또는 분유 ,Korean
 양파 스팸 김치 김,Korean
 불린쌀 물 소고기 감자,Korean
 쌀 물,Korean
 오징어 찹쌀 당근 양파 부추,Korean
 쌀 단호박 물,Korean
 팥 찹쌀가루 쌀가루,Korean
 당면 양파 당근 깻잎 숙주 식용유 고춧가루 참기름 설탕 간장 까나리액젓 고추장,Korean
 손질 미니갑오징어 양배추 마늘 고추기름 굴소스 설탕 고추장 후춧가루,Korean
  냉동 삼겹살 청양고추   꽈리고추   물 다진마늘 T  설탕 T 간장    컵 종이컵  파 깨,Korean
 콩나물 흙애서 백미 다진 쇠고기,Korean
 김치 돼지앞다리 김치국물 물 파,Korean
 김치 메밀가루 달걀 물 간장 식초 깨 소금,Korean
 남은 신전떡볶이 김 밥 계란 올리브유,Korean
 도토리 양파 부추 미나리 상추 마늘 홍고추 청고추  양념  간장 설탕 고춧가루 큰술 깨 참기름,Korean
 된장 조선호박 청양고추 표고버섯,Korean
 참치캔 순두부,Korean
 찹쌀가루 단호박 팥,Korean
 계란  양파  당근  부추 마요네즈 T  파마산치즈가루 T,Korean
 김  계란  오이   당근반개  단무지  햄  오뎅  크레미 우엉 참치  마요네즈  깻잎,Korean
 닭 쌀 감자 당근 양파,Korean
 떡볶이 오뎅 소시지 피자치즈 양배추 양파 대파 고추장 고춧가루 간장 설탕 다진마늘 후추 페퍼론치노,Korean
 소양지 삶은 얼갈이 느타리버섯 콩나물 대파 청양고추 홍고추 된장 고춧가루 다진마늘 국간장 들깨가루 소금,Korean
 청경채 사과 고춧가루 올리고당 식초 다진마늘 고추장 참깨 참기름,Korean
 맛타리버섯 소금 다진 마늘 들깨가루 들기름,Korean
 생 닭 흙애서 녹두 전복 찹쌀,Korean
 스팸 참치 양파 계란 김가루 마요네즈 데리야끼소스 부추 또는 파 ,Korean
 남은젓갈양념 백미밥,Korean
 감자수제비 다시육수 들깨가루 찹쌀가루 소금 애호박 느타리버섯,Korean
 소고기 불고기용  느타리 쌀밥 특수야채 또는 쌈채소   불고기 양념  양조간장 설탕 미림 다진마늘 후추 참기름  마요네즈 소스  마요네즈 양조간장 설탕 미림,Korean
 닭 양파  파  통마늘  통후추  고추가루 T  다진마늘 T  파 T  청양고추 개  후추,Korean
 시판 우동 양파 계란 날치알 무순 물 설탕 참깨 식초 참기름,Korean
 불린 녹두 돼지고기 배추김치 느타리버섯,Korean
 스팸 양배추 마늘 고추기름 들깨가루,Korean
 콩비지 굴 대파 양파 느타리버섯 국물용멸치 다시마 새우젓 다진 마늘,Korean
 불린 시래기 대파 들기름  양념  된장 간장 다진마늘 들깨가루,Korean
 콩나물 배추김치  다진소고기 간장  다진마늘  파  고추가루  설탕  참기름 청양고추 깨,Korean
 스팸햄 참치 치즈 볶음김치 밥 조미김 참기름 깨,Korean
 라면 순두부 애호박 슬라이스대파,Korean
 소고기 양지  느타리 숙주 고사리 토란 청양고추 홍고추 대파 생강  양념  고추기름 국간장 다진마늘 후추,Korean
 노른자 대파 간장 미림 대파슬라이스,Korean
 동태 바지락 무 콩나물 대파 두부 고춧가루 국간장 소금 다진 마늘,Korean
 건미역 쇠고기 국거리 참기름 다진 마늘 국간장 까나리액젓 소금 들깨가루,Korean
 밥 연어캔 김가루,Korean
 넓은당면 닭가슴살 당근 부추 느타리버섯,Korean
 양지머리 물 건미역 국간장,Korean
 소갈비 넓적당면 당근 홍고추 청양고추,Korean
 손질주꾸미 숙주 부추,Korean
 콜라 간장 파 양파 마늘 김치 돼지고기,Korean
 콩나물 밥 김치 멸치 물 소금 국간장,Korean
 쌀 콩나물 물 간장 다진마늘 쪽파 참기름 깨,Korean
 밥 고추참치 양파 쪽파 김치 고추기름 설탕,Korean
 다진 돼기고기 다진 새우살 다진 양파 진간장 참기름 전분 후추 만두피,Korean
 족발 식용유 다진마늘 양파 대파 당근 청양고추 간장 설탕 맛술 청주 통깨 참기름,Korean
 버섯 간장 참기름 다진마늘 설탕 고춧가루 통깨,Korean
 돼지고기앞다리살 짜장가루 당근채썬거 양파슬라이스 대파슬라이스 우동면,Korean
 계란 소금 다진당근 다진양파 다진파 옛날소세지,Korean
 밥 특수야채 로메인 롤라로사 치커리  삼겹살 된장 미림 청양고추 간장 식초 설탕 물,Korean
 계란 청양고추 홍피망 노란피망 깨 소금 참기름 김밥 김 밥 후추 올리브오일,Korean
 새송이버섯 양파 대파 간장 올리고당 미림 다진마늘,Korean
 물 간장 올리고당 설탕 생강가루 양파 다진 마늘 참기름 후추가루 맛술 소주 대파 사과 통후추 돼지뒷다리살 사리용 당면 깻 잎 통깨 콩나물,Korean
 쌀떡 우민찌 느타리 버섯 청피망 양파 마늘 홍고추 참기름 간장 설탕 후추 물,Korean
 흙애서 꿀고구마 찹쌀가루 올리브유 꿀,Korean
 마트양념불고기 양송이버섯 팽이버섯 쪽파 스파게티면 물,Korean
 백미밥 한공기 냉동손질새우 작은것  쪽파,Korean
 메밀국수면 달걀 무쌈 오이 시판냉면육수,Korean
 김치 김칫국물 부침가루,Korean
 양파 대파 무 바지락 다진마늘 모둠어묵 표고버섯 청양고추 쑥갓 간장 멸치다시다 소금 물,Korean
 양배추 두부 대파 된장 다진 마늘 건멸치 큰것 건다시마 건새우,Korean
 배추 떡볶이떡 양파 쪽파 건멸치 큰것 다시마 고추장 간장 설탕 물엿 다진 마늘,Korean
 꽃게 양파 무 표고버섯 대파 청양고추 홍고추 쑥갓 멸치다시포 된장 고춧가루 국간장 다진마늘 맛술 고춧가루,Korean
 시판감자수제비 달걀 주키니호박,Korean
 흙애서 병아리콩 피자치즈 스파게티 소스 파슬리,Korean
 두부 들기름 대파 양파 건멸치 중간크기 설탕 고춧가루 양조간장 다진 마늘 다진 생강 미림 후추,Korean
 통조림 골뱅이 콩나물 메밀국수 깻잎 초고추장 들깨가루,Korean
 오이 양파 다진마늘 고춧가루 식초 설탕 소금,Korean
 렌틸콩 땅콩 물 오이 소면 소금,Korean
 물 된장 냉동 소막창 두부 애호박 양파 작은 것 대파 육수용 재료 설탕 매운 고춧가루 다진마늘 매운 고추,Korean
 고춧가루 설탕 간장 고추장 다시팩 양배추 어묵 가래떡 쪽파,Korean
 manila clams water minced garlic carrot zucchini Kalguksu noodle soy sauce for soup,Korean
 바지락 물 다진마늘 당근 애호박 칼국수면 국간장,Korean
 굴 계란 다진피클 레몬즙 머스타드 소스 마요네즈 빵가루 계란 튀김가루 녹말,Korean
 종합어묵 물 다시팩 무 당근 국간장,Korean
 계란 국물멸치 쪽파 소금,Korean
 단무지 레몬즙 설탕 혹은 꿀이나 올리고당 고춧가루 후리카게 선택  간장 대파 채썬 것 선택 ,Korean
 손질갑오징어 양파 양송이버섯,Korean
 순두부 애호박 달걀 대파 간장 소금 멸치,Korean
 바지락 팽이버섯 대파 양파 마늘 고추 순두부 달걀 고추기름 국간장,Korean
 목이버섯 당근 다진마늘 간장 참기름,Korean
 주꾸미 주키니호박 깻잎,Korean
 오징어 밥 간장 미림 물,Korean
 바지락 오징어 양파 대파 순두부 새우 청양고추 달걀 고춧가루 국간장 다진 마늘 다진 생강 후춧가루,Korean
 돼지목살 양파 고추 고추장 맛술 설탕 다진마늘 후춧가루 간장 참기름,Korean
 홍고추 양파 쪽파 부침가루 물 소금 GMF 비빔밥 만두,Korean
 흙애서 병아리콩 올리고당 설탕,Korean
 열무 밥 계란 참기름 쌈장 참깨,Korean
 가지 돼지고기 다짐육 밥 대파 양파 된장 두반장 청양고추 다진마늘 참기름 식용유 전분물 소금 후추,Korean
 흙애서 볶은 통곡물 땅콩 볶은것  아몬드  건포도 조청 설탕 물,Korean
 가래떡 휘핑크림 우유 슬라이스치즈 설탕소금,Korean
 신김치 양파 부침가루 달걀 피자치즈,Korean
 양지머리 레토르트 사골 국물용 재료 월계수  통후추  파뿌리  양파  무 등  통깨 간장 식초 매실액 설탕 참기름,Korean
 양파 달걀 간장 미림 청양고추 가쓰오부시,Korean
 황태 무 건다시마 들깨가루 참기름 국간장 새우젓 다진 마늘,Korean
 당면 김밥용김 당근 김밥용 단무지 김밥용 우엉 김밥용 햄 간장 참기름 깨소금 물 튀김가루 밀가루,Korean
 얼갈이 배추 두부 된장 다진마늘 다시마 멸치,Korean
 꽈리고추 홍고추 다진마늘 된장 고춧가루 참기름,Korean
 떡국떡 물만두 굴 쪽파 양파 당근 계란 건다시마 건멸치 큰것 국간장 후춧가루,Korean
 고구마 양조간장 올리고당,Korean
 흙애서 병아리콩 갈은 돼지고기  소고기 당근  시금치  양파 달걀 밀가루 소금  후춧가루,Korean
 돼지갈비 버섯 깻잎 청양고추 홍고추 고추장 고춧가루 다진마늘 맛술 후춧가루,Korean
 쇠고기 불고기용 등심 또는 앞 뒷다릿살  대파 양파 불린 당면 물 또는 다시마육수  납작 썬 당근 양념장 재료,Korean
 chicken chestnut gallic dried jujubes sweet rice ginseng,Korean
 닭 밤 마늘 대추 찹쌀 수삼,Korean
 홍합 꼬막 다시포 무 청양고추 다진마늘 후추 소금 해물다시다 우동사리,Korean
 통조림 참치 양파 고추 대파 당근 다진 마늘 고춧가루 고추장 물엿,Korean
 봉희설렁탕 햇반반공기 순대,Korean
 달걀 간장 들기름 고춧가루 올리고당 다진마늘 쪽파 통깨,Korean
 꽁치통조림 김치 라면스프 물,Korean
 water mirin soy sauce onion egg green onion canned spicy chicken,Korean
 물 미림 간장 양파 계란 대파 불닭통조림,Korean
 참치 양파 청고추 홍고추 김 튀김가루 물 계란 밀가루,Korean
 eggs soy sauce perilla oil red chili powder starch syrup minced garlic scallion sesame seed,Korean
 어묵 고춧가루 우동,Korean
 김치 김칫국물 콩나물,Korean
 onion green onion garlic ginger sugar soy sauce Cheng ju  cooking wine  mirin bay leaf Katsuobushi  dried bonito  pork arm shoulder pepper instant ramen noodle,Korean
 실곤약 콩나물 상추 고추장 식초 올리고당 다진마늘 참기름 참깨,Korean
 소불고기 숙주 느타리버섯 데친 고사리 대파 고추기름 다진마늘 국간장 소금 물 후추,Korean
 mackerel daikon onion green onion green chili pepper red chili pepper sugar garlic Doen jang  Korean bean paste  sesame oil red chili powder soy sauce,Korean
 밀떡 손질절단꽃게 주꾸미 곤약국수,Korean
 Beef for Bulgogi mung bean sprout oyster mushroom blanched bracken green onion chili oil minced garlic soy sauce for soup salt water pepper,Korean
 코다리 콩나물 미나리,Korean
 양파 대파 마늘 생강 설탕 간장 청주 맛술 월계수잎 가쓰오부시 돼지앞다리살 후추 라면사리,Korean
 고등어 무 양파 대파 청양고추 홍고추 설탕 마늘 된장 참기름 고춧가루 간장,Korean
 오징어 식용유 버터 마늘 양파 대파 소금 밥 굴소스 참깨 계란후라이 초장 맛술 식초,Korean
 오징어 애호박 양파 청양고추 다진마늘 계란 깨 고추장 간장 설탕 청주 햇반 식용유 참기름,Korean
 흙애서 서리태 흑설탕 물 소금 찹쌀가루 밤  대추,Korean
 명엽채 물엿 간장 물 다진마늘 설탕 참기름 참깨,Korean
 콩나물 고춧가루 참기름 다진마늘 소금 참깨,Korean
 삼겹살 양파 대파 월계수잎 마늘 통후추 된장 고추장 고춧가루 설탕 다진마늘 청주 쫄면 참기름 콩나물 깨,Korean
